id,created_at,char,char_data
309,2026-02-18 13:19:25.075658,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:19:25.849Z"",""num_strokes"":1,""strokes"":[[[248.41741943359375,235.1219482421875,0],[248.41741943359375,236.1219482421875,0.021],[248.41741943359375,239.1219482421875,0.038],[250.41741943359375,241.1219482421875,0.055],[250.41741943359375,243.1219482421875,0.072],[251.41741943359375,247.1219482421875,0.088],[252.41741943359375,251.1219482421875,0.105],[253.41741943359375,258.1219482421875,0.122],[253.41741943359375,265.1219482421875,0.139],[253.41741943359375,275.1219482421875,0.156],[253.41741943359375,287.1219482421875,0.172],[253.41741943359375,291.1219482421875,0.189],[254.41741943359375,293.1219482421875,0.205],[255.41741943359375,294.1219482421875,0.222],[256.41741943359375,294.1219482421875,0.272],[258.41741943359375,295.1219482421875,0.289],[259.41741943359375,296.1219482421875,0.306],[261.41741943359375,296.1219482421875,0.322],[263.41741943359375,296.1219482421875,0.339],[266.41741943359375,296.1219482421875,0.356],[268.41741943359375,297.1219482421875,0.372],[270.41741943359375,297.1219482421875,0.389],[275.41741943359375,297.1219482421875,0.405],[282.41741943359375,297.1219482421875,0.422],[287.41741943359375,298.1219482421875,0.439],[291.41741943359375,298.1219482421875,0.455],[293.41741943359375,298.1219482421875,0.472],[295.41741943359375,298.1219482421875,0.489],[298.41741943359375,295.1219482421875,0.505],[300.41741943359375,293.1219482421875,0.522],[302.41741943359375,289.1219482421875,0.54],[304.41741943359375,283.1219482421875,0.556],[305.41741943359375,275.1219482421875,0.572],[305.41741943359375,269.1219482421875,0.589],[307.41741943359375,263.1219482421875,0.606],[308.41741943359375,260.1219482421875,0.623],[308.41741943359375,255.1219482421875,0.639],[308.41741943359375,252.1219482421875,0.656],[308.41741943359375,248.1219482421875,0.673],[308.41741943359375,245.1219482421875,0.689],[308.41741943359375,243.1219482421875,0.706],[308.41741943359375,241.1219482421875,0.723],[308.41741943359375,240.1219482421875,0.74],[308.41741943359375,237.1219482421875,0.756],[308.41741943359375,236.1219482421875,0.773],[308.41741943359375,235.1219482421875,0.789],[308.41741943359375,234.1219482421875,0.806]]]}"
636,2026-02-18 16:42:14.257549,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:42:14.109Z"",""num_strokes"":1,""strokes"":[[[302.3107681274414,179.97500610351562,0],[302.3107681274414,179.97500610351562,0.049],[306.47847747802734,194.74755859375,0.066],[308.8329849243164,205.3975830078125,0.084],[310.01354217529297,214.16943359375,0.101],[310.12569427490234,222.1392822265625,0.117],[310.9632034301758,229.30242919921875,0.133],[313.2291946411133,235.587158203125,0.15],[316.53333282470703,240.7635498046875,0.167],[321.0361099243164,243.95556640625,0.184],[325.43958282470703,243.8170166015625,0.2],[330.03368377685547,237.397216796875,0.218],[335.59827423095703,216.50625610351562,0.235],[341.19722747802734,189.09201049804688,0.251],[345.6482925415039,162.20455932617188,0.265]]]}"
328,2026-02-18 13:37:17.362483,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:37:18.053Z"",""num_strokes"":1,""strokes"":[[[286.84444427490234,157.6888885498047,0],[286.13333892822266,157.6888885498047,0.014],[285.7777786254883,158.0444793701172,0.031],[285.42223358154297,158.7555389404297,0.048],[285.06668853759766,160.88890075683594,0.064],[283.2888870239258,167.6444549560547,0.081],[279.7333450317383,185.7777862548828,0.097],[279.37779998779297,197.1555633544922,0.115],[280.44445037841797,208.88893127441406,0.131],[282.2222213745117,217.7777862548828,0.149],[285.06668853759766,225.59999084472656,0.165],[288.2666702270508,231.2888946533203,0.181],[291.82222747802734,235.1999969482422,0.199],[295.02222442626953,237.6888885498047,0.215],[297.51111602783203,238.40000915527344,0.231],[300.7111129760742,238.04444885253906,0.247],[302.84444427490234,236.97776794433594,0.264],[305.33333587646484,235.91111755371094,0.281],[307.46666717529297,233.42222595214844,0.298],[309.95555877685547,229.5111541748047,0.314],[312.80001068115234,222.04444885253906,0.332],[317.0666732788086,211.02223205566406,0.348],[319.9111099243164,201.06666564941406,0.364],[321.6888961791992,193.95555114746094,0.381],[322.7555618286133,188.97776794433594,0.398],[323.46666717529297,184.7111053466797,0.414],[323.82222747802734,179.7333221435547,0.431],[324.1777877807617,174.7555389404297,0.448],[324.1777877807617,169.7777862548828,0.464],[324.1777877807617,165.5111541748047,0.481],[324.1777877807617,163.3777618408203,0.498],[324.1777877807617,163.02223205566406,0.515],[325.2444534301758,161.59999084472656,0.538]]]}"
342,2026-02-18 13:37:49.036786,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:37:49.717Z"",""num_strokes"":1,""strokes"":[[[283.64444732666016,155.28887939453125,0],[282.93334197998047,156,0.008],[282.5777816772461,156.35556030273438,0.024],[282.2222213745117,157.77777099609375,0.04],[282.2222213745117,162.04443359375,0.057],[281.15555572509766,179.11111450195312,0.073],[282.2222213745117,191.91110229492188,0.09],[284.3555679321289,202.57778930664062,0.106],[287.5555648803711,212.17782592773438,0.123],[291.11112213134766,220.35556030273438,0.14],[294.31111907958984,225.33334350585938,0.158],[296.80001068115234,228.5333251953125,0.173],[299.2888870239258,229.24444580078125,0.191],[301.7777786254883,228.88888549804688,0.206],[304.62223052978516,227.82223510742188,0.224],[307.11112213134766,227.11111450195312,0.24],[309.5999984741211,225.68893432617188,0.257],[312.80001068115234,223.55560302734375,0.273],[317.0666732788086,217.86666870117188,0.29],[323.46666717529297,202.22222900390625,0.307],[329.15555572509766,184.79998779296875,0.323],[332.00000762939453,174.13333129882812,0.34],[332.7111129760742,168.4444580078125,0.357],[332.7111129760742,164.17776489257812,0.373],[332.7111129760742,160.977783203125,0.39],[332.7111129760742,155.28887939453125,0.407],[332.7111129760742,144.62222290039062,0.423],[332.7111129760742,135.022216796875,0.44],[332.7111129760742,127.91110229492188,0.457],[333.42223358154297,124.3555908203125,0.473],[336.2666702270508,118.31112670898438,0.49]]]}"
510,2026-02-18 16:32:56.372106,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:32:56.503Z"",""num_strokes"":1,""strokes"":[[[270.13355255126953,219.28761291503906,0],[267.82926177978516,258.91456604003906,0.106],[263.81983184814453,279.64247131347656,0.122],[260.24134063720703,301.42942810058594,0.139],[259.1109848022461,322.3316192626953,0.156],[261.00585174560547,339.0504913330078,0.172],[265.06168365478516,349.62989807128906,0.189],[270.7715835571289,356.7414093017578,0.205],[280.7846450805664,359.7783966064453,0.222],[295.16881561279297,357.71485900878906,0.239],[313.8153762817383,350.1536407470703,0.255],[328.87316131591797,340.3274688720703,0.272],[342.7200241088867,324.8302764892578,0.289],[353.6390609741211,305.02430725097656,0.306],[360.5308609008789,284.60609436035156,0.323],[363.5949935913086,269.09767150878906,0.339],[364.06624603271484,255.72911071777344,0.356]]]}"
356,2026-02-18 13:38:18.561305,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:38:19.251Z"",""num_strokes"":2,""strokes"":[[[308.53333282470703,123.28887939453125,0],[307.82222747802734,123.64443969726562,0.008],[307.11112213134766,124.3555908203125,0.026],[306.04447174072266,126.13333129882812,0.041],[302.84444427490234,132.5333251953125,0.059],[296.80001068115234,148.88888549804688,0.075],[295.3777847290039,160.26666259765625,0.092],[295.7333450317383,172.35556030273438,0.108],[297.51111602783203,183.73333740234375,0.125],[301.42223358154297,195.4666748046875,0.141],[306.4000015258789,204,0.158],[312.0888900756836,211.11111450195312,0.175],[318.48889923095703,216.08889770507812,0.191],[324.1777877807617,219.64443969726562,0.208],[329.15555572509766,221.06671142578125,0.224],[333.42223358154297,221.06671142578125,0.241],[338.04447174072266,219.28887939453125,0.258],[342.31111907958984,215.73333740234375,0.274],[346.2222213745117,209.68893432617188,0.292],[349.0666732788086,199.37777709960938,0.308],[351.91114044189453,181.95556640625,0.325],[353.6888961791992,162.04443359375,0.341],[353.6888961791992,149.60000610351562,0.358],[353.6888961791992,142.84445190429688,0.375],[353.33333587646484,138.57778930664062,0.391],[353.33333587646484,135.37777709960938,0.407],[353.6888961791992,133.24444580078125,0.424],[354.4000015258789,132.5333251953125,0.442],[357.95555877685547,127.5555419921875,0.458]],[[358.31111907958984,0.888885498046875,0],[357.6000289916992,0.888885498046875,0.02],[357.6000289916992,0.5333251953125,0.035],[357.95555877685547,0.5333251953125,0.057],[358.31111907958984,0.5333251953125,0.068]]]}"
370,2026-02-18 13:38:46.779812,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:38:47.474Z"",""num_strokes"":2,""strokes"":[[[287.9111099243164,135.73333740234375,0],[286.48889923095703,138.57778930664062,0.015],[283.64444732666016,147.82223510742188,0.032],[280.0888900756836,163.82223510742188,0.048],[279.37779998779297,173.06671142578125,0.064],[278.66666412353516,181.95556640625,0.081],[278.66666412353516,192.26666259765625,0.097],[279.7333450317383,200.4444580078125,0.114],[281.8666763305664,207.55560302734375,0.13],[285.06668853759766,213.24444580078125,0.147],[288.2666702270508,216.79998779296875,0.164],[292.1777877807617,219.64443969726562,0.18],[296.0888900756836,220.71112060546875,0.198],[300.7111129760742,220.71112060546875,0.215],[305.6888961791992,218.93338012695312,0.23],[311.02222442626953,216.08889770507812,0.249],[316.7111129760742,211.82223510742188,0.264],[322.04447174072266,205.77777099609375,0.281],[327.02222442626953,197.60000610351562,0.297],[331.2889175415039,186.93338012695312,0.314],[334.13333892822266,174.84445190429688,0.33],[335.5555648803711,162.75555419921875,0.347],[336.62223052978516,150.3111572265625,0.363],[337.33333587646484,136.4444580078125,0.381],[337.6888961791992,125.77777099609375,0.397],[338.4000015258789,119.73336791992188,0.415],[338.7555618286133,117.24444580078125,0.43],[341.6000289916992,108.71112060546875,0.448]],[[348.7111129760742,-0.8889007568359375,0]]]}"
384,2026-02-18 13:39:17.916422,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:39:18.596Z"",""num_strokes"":1,""strokes"":[[[299.2888870239258,160.88890075683594,0],[299.2888870239258,160.88890075683594,0.027],[298.5777816772461,160.88890075683594,0.042],[298.2222213745117,161.2444305419922,0.059],[297.8666763305664,162.3111114501953,0.076],[297.51111602783203,164.08888244628906,0.091],[296.80001068115234,168.3555450439453,0.108],[295.02222442626953,183.99998474121094,0.125],[296.44445037841797,197.5111541748047,0.141],[298.5777816772461,211.7333221435547,0.158],[302.84444427490234,223.46665954589844,0.174],[307.82222747802734,230.93333435058594,0.191],[312.80001068115234,234.8444366455078,0.208],[318.13333892822266,236.2666778564453,0.225],[322.4000015258789,236.2666778564453,0.241],[327.02222442626953,234.48887634277344,0.258],[331.64444732666016,230.57777404785156,0.275],[336.62223052978516,221.3333282470703,0.291],[343.02222442626953,203.1999969482422,0.309],[350.84444427490234,179.3777618408203,0.324],[355.11112213134766,159.8222198486328,0.342],[355.82222747802734,152.7111053466797,0.358],[355.82222747802734,150.2222137451172,0.374],[355.82222747802734,149.51112365722656,0.391],[356.53333282470703,149.1555633544922,0.408],[357.2444534301758,149.1555633544922,0.424],[358.6666946411133,148.80003356933594,0.438]]]}"
412,2026-02-18 16:29:21.677845,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:29:22.428Z"",""num_strokes"":1,""strokes"":[[[291.11112213134766,104.79998779296875,0],[289.33333587646484,106.57778930664062,0.023],[288.97777557373047,108,0.038],[288.97777557373047,110.4888916015625,0.054],[287.5555648803711,119.73336791992188,0.072],[286.84444427490234,132.17776489257812,0.088],[287.9111099243164,140.35556030273438,0.105],[289.33333587646484,146.75555419921875,0.121],[291.82222747802734,152.08889770507812,0.137],[294.31111907958984,156.71112060546875,0.154],[297.8666763305664,160.62222290039062,0.172],[302.13333892822266,163.11111450195312,0.188],[306.04447174072266,164.5333251953125,0.205],[310.31111907958984,164.5333251953125,0.22],[324.53333282470703,159.5555419921875,0.27],[328.44445037841797,153.5111083984375,0.287],[331.64444732666016,145.68893432617188,0.303],[334.13333892822266,170.8444366455078,0.321],[335.2000045776367,161.95555114746094,0.337],[335.9111099243164,153.06666564941406,0.353],[335.9111099243164,146.3111114501953,0.37],[336.2666702270508,140.62220764160156,0.388],[336.9778060913086,135.6444549560547,0.404],[337.33333587646484,132.08888244628906,0.42],[338.04447174072266,129.59999084472656,0.438],[340.53333282470703,125.33332824707031,0.453]]]}"
426,2026-02-18 16:29:52.652195,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:29:53.383Z"",""num_strokes"":1,""strokes"":[[[303.2000045776367,138.22222900390625,0],[302.48889923095703,138.93331909179688,0.018],[302.13333892822266,139.28887939453125,0.034],[301.7777786254883,140.35556030273438,0.05],[301.42223358154297,142.4888916015625,0.066],[300.35558319091797,147.82223510742188,0.083],[297.8666763305664,163.11111450195312,0.099],[297.51111602783203,173.06671142578125,0.116],[297.8666763305664,182.66665649414062,0.133],[299.2888870239258,189.77777099609375,0.15],[302.13333892822266,194.39999389648438,0.167],[305.33333587646484,196.88888549804688,0.183],[309.2444534301758,198.66665649414062,0.199],[313.8666763305664,199.022216796875,0.217],[317.7777786254883,199.022216796875,0.234],[322.4000015258789,198.3111572265625,0.25],[326.31111907958984,196.17776489257812,0.266],[330.93334197998047,190.4888916015625,0.283],[336.2666702270508,179.4666748046875,0.299],[340.53333282470703,165.60000610351562,0.316],[343.3777847290039,151.73333740234375,0.333],[343.7333450317383,139.28887939453125,0.349],[343.7333450317383,127.91110229492188,0.367],[342.6666946411133,117.95556640625,0.384],[342.31111907958984,111.20001220703125,0.401],[342.6666946411133,107.64443969726562,0.416],[343.02222442626953,105.5111083984375,0.431]]]}"
440,2026-02-18 16:30:44.28758,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:30:45.044Z"",""num_strokes"":1,""strokes"":[[[269.42223358154297,116.88888549804688,0],[269.42223358154297,117.24444580078125,0.013],[268.0000228881836,119.37777709960938,0.028],[267.2888870239258,121.15554809570312,0.044],[265.8666763305664,125.77777099609375,0.061],[261.5999984741211,141.42221069335938,0.078],[260.8888931274414,153.5111083984375,0.095],[260.8888931274414,167.022216796875,0.111],[261.95555877685547,176.62222290039062,0.128],[264.0888900756836,184.4444580078125,0.144],[268.0000228881836,191.91110229492188,0.161],[273.33333587646484,196.5333251953125,0.178],[279.7333450317383,199.022216796875,0.195],[286.84444427490234,199.37777709960938,0.211],[293.5999984741211,199.022216796875,0.228],[300.7111129760742,196.5333251953125,0.244],[307.46666717529297,192.26666259765625,0.262],[313.8666763305664,185.15554809570312,0.278],[318.13333892822266,172.35556030273438,0.295],[318.84444427490234,159.91110229492188,0.311],[318.13333892822266,149.60000610351562,0.328],[316.7111129760742,140.71112060546875,0.344],[316.7111129760742,134.3111572265625,0.361],[318.84444427490234,126.4888916015625,0.378]]]}"
454,2026-02-18 16:31:09.9318,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:31:10.670Z"",""num_strokes"":1,""strokes"":[[[319.5555648803711,124.62220764160156,0],[318.48889923095703,125.68888854980469,0.019],[318.13333892822266,127.46665954589844,0.034],[317.7777786254883,129.59999084472656,0.052],[316.35558319091797,138.13331604003906,0.068],[315.64444732666016,158.0444793701172,0.085],[316.7111129760742,173.6888885498047,0.102],[318.13333892822266,185.06666564941406,0.119],[320.62223052978516,191.8222198486328,0.135],[323.11112213134766,195.3777618408203,0.152],[326.31111907958984,197.5111541748047,0.169],[329.8666763305664,197.8666534423828,0.185],[334.13333892822266,195.3777618408203,0.202],[339.46666717529297,190.40000915527344,0.218],[345.51111602783203,182.93333435058594,0.235],[350.13333892822266,172.2666778564453,0.251],[352.9778060913086,161.2444305419922,0.268],[354.04447174072266,151.6444549560547,0.285],[354.7555618286133,143.46665954589844,0.301],[355.11112213134766,138.48887634277344,0.319],[355.82222747802734,135.99998474121094,0.335],[356.8888931274414,133.1555633544922,0.352],[360.0888900756836,123.19999694824219,0.368]]]}"
468,2026-02-18 16:31:43.102526,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:31:43.844Z"",""num_strokes"":2,""strokes"":[[[295.3777847290039,106.93331909179688,0],[294.6666946411133,109.06668090820312,0.011],[293.2444534301758,114.75555419921875,0.027],[288.97777557373047,131.4666748046875,0.044],[287.5555648803711,140.35556030273438,0.06],[286.48889923095703,151.73333740234375,0.076],[286.48889923095703,163.82223510742188,0.093],[288.2666702270508,173.06671142578125,0.11],[291.11112213134766,180.5333251953125,0.128],[293.95555877685547,186.22222900390625,0.143],[297.8666763305664,190.4888916015625,0.16],[303.2000045776367,192.62222290039062,0.177],[309.5999984741211,192.977783203125,0.193],[317.0666732788086,191.91110229492188,0.211],[324.8888931274414,188.71112060546875,0.227],[332.7111129760742,183.37777709960938,0.243],[339.46666717529297,177.68893432617188,0.26],[344.80001068115234,172.35556030273438,0.276],[348.00000762939453,165.95556640625,0.293],[349.7777786254883,158.13333129882812,0.309],[351.2000045776367,146.75555419921875,0.328],[352.9778060913086,130.04443359375,0.343],[355.82222747802734,107.28887939453125,0.36]],[[355.11112213134766,-5.1555633544921875,0]]]}"
870,2026-02-18 18:42:08.932424,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T18:42:08.759Z"",""num_strokes"":2,""strokes"":[[[325,178,0],[325.66666666666663,190.66666666666663,0.028],[327.3333333333333,201.33333333333326,0.045],[331,213.33333333333326,0.061],[334.3333333333333,224.33333333333326,0.078],[339,229.66666666666663,0.094],[345.66666666666663,229.66666666666663,0.111],[359,220.66666666666663,0.128],[373.66666666666663,205.33333333333326,0.145],[381.66666666666663,192.33333333333326,0.161],[385,180.66666666666663,0.179],[387.33333333333337,169.66666666666663,0.195],[389.33333333333337,161.66666666666663,0.211],[391.66666666666663,158,0.228]],[[358,0.5,0]]]}"
486,2026-02-18 16:32:19.656242,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:32:19.789Z"",""num_strokes"":1,""strokes"":[[[257.6733169555664,175.7174835205078,0],[257.6733169555664,175.7174835205078,0.029],[264.73844146728516,187.01878356933594,0.114],[267.3341293334961,196.7924346923828,0.129],[269.2940902709961,206.7582244873047,0.145],[270.6127700805664,216.5815887451172,0.162],[271.8223342895508,227.1127471923828,0.179],[273.28199005126953,238.79820251464844,0.195],[276.00508880615234,249.7416229248047,0.212],[279.7325210571289,256.60997009277344,0.229],[284.20386505126953,261.71839904785156,0.246],[288.5993118286133,265.2317352294922,0.262],[293.9944076538086,266.8207244873047,0.28],[298.7978744506836,266.7556610107422,0.296],[307.8993606567383,263.2440948486328,0.313],[317.1390151977539,256.60853576660156,0.329],[324.8267135620117,247.17774963378906,0.345],[330.53662872314453,236.89064025878906,0.362],[334.1385269165039,225.6460418701172,0.379],[335.31104278564453,214.66514587402344,0.396],[333.2625198364258,202.2897491455078,0.413],[327.17784881591797,189.07151794433594,0.429],[319.30980682373047,177.4980010986328,0.446],[311.39537811279297,168.5717315673828,0.462],[305.1776809692383,161.39186096191406,0.479],[302.1753921508789,157.42881774902344,0.496],[301.2848587036133,155.96302795410156,0.513],[301.2848587036133,154.49440002441406,0.53],[302.3238754272461,152.1414337158203,0.546],[308.3973159790039,147.3618621826172,0.562],[315.5111770629883,144.7352752685547,0.579],[323.09204864501953,143.5913543701172,0.596],[330.22745513916016,142.7054901123047,0.613],[336.03292083740234,142.15318298339844,0.63],[338.21915435791016,142.15318298339844,0.646],[339.14527130126953,142.15318298339844,0.652]]]}"
497,2026-02-18 16:32:29.470989,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:32:30.225Z"",""num_strokes"":1,""strokes"":[[[263.37779998779297,165.8666534423828,0],[262.66666412353516,166.57777404785156,0.018],[261.95555877685547,169.06666564941406,0.035],[260.1777877807617,181.8666534423828,0.053],[259.46666717529297,201.7777862548828,0.068],[262.31111907958984,214.93333435058594,0.086],[267.64444732666016,225.59999084472656,0.101],[274.0444564819336,231.99998474121094,0.119],[280.80001068115234,235.91111755371094,0.135],[287.9111099243164,235.91111755371094,0.151],[295.7333450317383,233.42222595214844,0.168],[302.48889923095703,228.8000030517578,0.184],[310.31111907958984,218.1333770751953,0.201],[321.6888961791992,199.6444549560547,0.217],[330.2222213745117,180.8000030517578,0.235],[335.5555648803711,167.2888946533203,0.251],[338.4000015258789,160.53334045410156,0.268],[340.8888931274414,155.91111755371094,0.284],[343.7333450317383,151.6444549560547,0.298]]]}"
533,2026-02-18 16:33:24.552371,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:33:25.301Z"",""num_strokes"":1,""strokes"":[[[282.2222213745117,195.7333221435547,0],[280.44445037841797,197.1555633544922,0.021],[279.7333450317383,198.93333435058594,0.037],[278.66666412353516,204.97776794433594,0.054],[277.2444534301758,221.6888885498047,0.07],[279.7333450317383,230.57777404785156,0.086],[282.2222213745117,236.2666778564453,0.103],[285.06668853759766,240.1777801513672,0.12],[288.2666702270508,242.3111114501953,0.137],[291.46666717529297,242.3111114501953,0.153],[295.3777847290039,241.59999084472656,0.171],[298.93334197998047,240.1777801513672,0.187],[302.13333892822266,237.3333282470703,0.203],[306.04447174072266,232.7111053466797,0.22],[313.15555572509766,220.97776794433594,0.237],[320.9778060913086,208.88893127441406,0.253],[325.2444534301758,199.6444549560547,0.27],[328.44445037841797,192.53334045410156,0.286],[330.93334197998047,186.1333770751953,0.303],[333.0666732788086,180.44444274902344,0.32],[334.84444427490234,176.53334045410156,0.336],[335.5555648803711,173.6888885498047,0.353],[338.4000015258789,167.6444549560547,0.37],[340.53333282470703,163.02223205566406,0.383]]]}"
537,2026-02-18 16:33:28.492374,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:33:28.626Z"",""num_strokes"":1,""strokes"":[[[284.03194427490234,121.05525207519531,0],[284.03194427490234,121.05525207519531,0.028],[286.8702621459961,151.7807159423828,0.093],[287.3864974975586,170.2394561767578,0.109],[287.3864974975586,189.7376251220703,0.126],[287.4586410522461,201.3748321533203,0.142],[288.4732894897461,216.1918182373047,0.159],[290.3906478881836,228.64552307128906,0.176],[294.37291717529297,239.56407165527344,0.193],[301.18228912353516,248.01820373535156,0.209],[312.71500396728516,255.1212921142578,0.226],[325.0403366088867,258.5395050048828,0.242],[336.29337310791016,258.74513244628906,0.259],[347.79141998291016,253.3823699951172,0.276],[356.13964080810547,241.53343200683594,0.293],[360.2643051147461,228.6160125732422,0.309],[359.88770294189453,212.81382751464844,0.326],[353.8774948120117,195.2821807861328,0.343],[343.8602066040039,178.34642028808594,0.359],[334.7770004272461,165.6669158935547,0.376],[328.7162551879883,199.6596221923828,0.393],[326.2053451538086,194.5975799560547,0.41],[326.2053451538086,191.9569549560547,0.426],[327.9259719848633,191.5428924560547,0.443],[336.8690872192383,190.02366638183594,0.46],[349.6830062866211,189.55943298339844,0.476],[359.7644729614258,189.46107482910156,0.493],[364.5454635620117,187.01060485839844,0.51],[365.0246810913086,185.7233428955078,0.519]]]}"
594,2026-02-18 16:36:15.533304,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:36:15.662Z"",""num_strokes"":1,""strokes"":[[[270.6127700805664,177.57188415527344,0],[261.6626205444336,204.4921417236328,0.077],[255.7156753540039,222.17417907714844,0.093],[249.33634185791016,240.2825164794922,0.109],[244.83409881591797,257.04454040527344,0.126],[243.77495574951172,272.5482635498047,0.143],[244.26354217529297,282.6737518310547,0.159],[249.14147186279297,298.6403350830078,0.176],[257.7459182739258,312.6188507080078,0.192],[269.05846405029297,326.3124542236328,0.209],[284.5678482055664,336.2220001220703,0.226],[300.99678802490234,341.98951721191406,0.243],[319.0521469116211,343.2332305908203,0.259],[334.2340774536133,340.95802307128906,0.276],[351.0602493286133,333.0210723876953,0.293],[363.3687057495117,321.7371368408203,0.309],[373.40425872802734,307.8842010498047,0.326],[381.7150192260742,291.8435821533203,0.343],[387.16820526123047,275.80628967285156,0.36],[389.46593475341797,259.16847229003906,0.376],[388.7304916381836,245.46495056152344,0.393],[384.77584075927734,231.00022888183594,0.41],[379.40184783935547,218.8083953857422,0.424]]]}"
552,2026-02-18 16:34:10.790066,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:34:10.908Z"",""num_strokes"":1,""strokes"":[[[294.5752944946289,207.8431854248047,0],[294.5752944946289,207.8431854248047,0.017],[294.5752944946289,207.8431854248047,0.086],[296.4940414428711,260.54054260253906,0.14],[297.5255813598633,272.7825164794922,0.149],[297.92984771728516,286.9511260986328,0.166],[297.4506301879883,299.7406768798828,0.182],[297.31104278564453,307.05409240722656,0.199],[296.35445404052734,317.5908660888672,0.215],[296.01294708251953,328.0283966064453,0.232],[296.76573944091797,335.9395294189453,0.249],[298.8390884399414,342.2912139892578,0.265],[302.4198989868164,348.1444854736328,0.282],[307.1634292602539,351.0596466064453,0.299],[313.7109146118164,352.57923889160156,0.315],[321.46654510498047,352.09767150878906,0.332],[331.9162063598633,348.0512237548828,0.349],[340.68648529052734,341.4540557861328,0.365],[348.86885833740234,331.5360870361328,0.382],[354.6968002319336,319.0852508544922,0.399],[357.16039276123047,307.9286651611328,0.416],[357.5257797241211,294.9906463623047,0.433],[353.8929672241211,278.1859893798828,0.449],[348.0167465209961,261.5430145263672,0.466],[342.5579147338867,247.22862243652344,0.483],[337.7141647338867,236.5648956298828,0.5],[335.25060272216797,228.6350555419922,0.516],[334.8318099975586,224.3693389892578,0.533],[334.8318099975586,223.77015686035156,0.549],[335.98046112060547,222.9335174560547,0.566],[338.2051010131836,220.7079315185547,0.583],[338.6660690307617,220.2465057373047,0.586]]]}"
566,2026-02-18 16:34:51.034341,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:34:51.158Z"",""num_strokes"":1,""strokes"":[[[280.6769027709961,167.0863494873047,0],[280.6769027709961,167.0863494873047,0.034],[277.84000396728516,186.0739288330078,0.1],[273.5930404663086,200.74620056152344,0.116],[268.98351287841797,215.61143493652344,0.132],[265.1384963989258,227.9353485107422,0.176],[262.8487319946289,240.8368377685547,0.177],[262.10997772216797,254.5061798095703,0.182],[262.9077682495117,262.0968780517578,0.199],[265.6875228881836,275.0522918701172,0.215],[270.10965728759766,286.7438201904297,0.233],[276.6225051879883,296.52732849121094,0.249],[285.2058639526367,304.9163055419922,0.266],[294.9397506713867,311.5532684326172,0.282],[304.6797103881836,315.12376403808594,0.299],[312.9459457397461,314.73777770996094,0.316],[322.16075897216797,308.79222106933594,0.332],[329.6812515258789,299.42417907714844,0.349],[335.81368255615234,285.7628631591797,0.366],[339.50411224365234,271.7389678955078,0.383],[342.01265716552734,257.75013732910156,0.399],[344.25511932373047,243.6602020263672,0.416],[344.8959426879883,231.46934509277344,0.433],[343.2432632446289,220.1440887451172,0.45],[338.6772994995117,207.3943634033203,0.467],[332.25817108154297,197.4192352294922,0.483],[330.99803924560547,194.89710998535156,0.488]]]}"
622,2026-02-18 16:41:33.296966,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:41:33.143Z"",""num_strokes"":1,""strokes"":[[[286.6805648803711,165.40313720703125,0],[290.1194534301758,184.42672729492188,0.084],[290.2330093383789,194.5111083984375,0.101],[289.3725814819336,205.19345092773438,0.118],[288.5597457885742,213.67330932617188,0.135],[288.3545150756836,220.28021240234375,0.151],[289.2934036254883,225.73089599609375,0.168],[292.1454849243164,229.868408203125,0.185],[296.5562515258789,232.35208129882812,0.202],[301.8812484741211,233.52951049804688,0.218],[307.4326400756836,233.0455322265625,0.235],[312.5059127807617,230.31597900390625,0.252],[316.8986129760742,225.20278930664062,0.268],[320.92256927490234,218.54830932617188,0.285],[324.4621810913086,210.7569580078125,0.302],[326.82433319091797,201.76077270507812,0.318],[328.71875762939453,192.51251220703125,0.336],[329.9000015258789,182.46286010742188,0.352],[330.37361907958984,170.29965209960938,0.369],[330.37361907958984,160.02325439453125,0.386],[331.43924713134766,155.09652709960938,0.401]]]}"
